0,1,2,3,4,5
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
-5.360000000000582,-5.360000000000582,-5.369999999999891,-19.226624841814697,-0.004489628194421932,-0.022434277582181597
0.0,0.0,0.0,0.0,0.0,0.0
4.489999999999782,4.489999999999782,4.489999999999782,0.685820726796436,0.0001548362145793597,-0.018687934160251787
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
-11.5600000000004,-11.5600000000004,-11.570000000000618,-2.935696586169172,-0.0006666961568504021,0.0015669449918209177
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
-6.460000000000036,-6.460000000000036,-6.470000000000255,-11.985544381426138,-0.002763531110927503,-0.004222955023338221
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
5.75,5.75,5.739999999999782,-9.709636736714742,-0.00223009632240892,-0.005453820241419952
7.180000000000291,7.180000000000291,7.170000000000073,16.130491798984593,0.0035554226685566015,-0.0009683636163253379
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
0.010000000000218279,0.010000000000218279,0.0,4.964557643546499,0.0011132198322924558,-2.2060592251613165e-05
76.31999999999971,76.31999999999971,76.30999999999949,39.355280854100386,0.008391655329024125,0.0029308465028436426
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
0.02999999999974534,0.02999999999974534,0.019999999999527063,3.6719870898521947,0.0008250681779320423,-0.00022963080779012102
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
35.05999999999949,35.05999999999949,35.05999999999949,-14.266860788092544,-0.0033025179961127527,0.0043473505221024306
16.68000000000029,16.68000000000029,16.670000000000073,-66.3708976441439,-0.01708811202323717,-0.0025800263135069834
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
28.149999999999636,28.149999999999636,28.139999999999418,-5.886924347007778,-0.0013434490149972778,-0.004160298620061578
28.149999999999636,28.149999999999636,28.139999999999418,-5.886924347007778,-0.0013434490149972778,-0.004160298620061578
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
-19.76000000000022,-19.76000000000022,-19.770000000000437,-18.143642026298096,-0.004228588520539298,-0.010324761955981948
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
31.349999999999454,31.349999999999454,31.340000000000146,-13.383574303565211,-0.00309331606916953,-0.002771893915156254
31.349999999999454,31.349999999999454,31.340000000000146,-13.383574303565211,-0.00309331606916953,-0.002771893915156254
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
2.569999999999709,2.569999999999709,2.5599999999994907,-24.992119165668328,-0.0058972334719511466,-0.0010916120500385762
0.010000000000218279,0.010000000000218279,0.0,3.682707940074806,0.0008274629924539117,-7.30340213206393e-06
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
-2.869999999999891,-2.869999999999891,-2.880000000000109,-9.717280847992328,-0.0022318809419973606,-0.0029293942447230215
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
0.23999999999978172,0.23999999999978172,0.22999999999956344,2.343357570620725,0.0005276501234990488,5.631331763236713e-05
0.0,0.0,0.0,0.0,0.0,0.0
6911.59,7033.59,7294.93,213.75282635380466,0.06995373284709326,0.11225226548863446
0.0,0.0,0.0,0.0,0.0,0.0
-0.13000000000010914,-0.13000000000010914,-0.14000000000032742,-19.84530998542013,-0.0046392228760158555,-0.001171577978307664
0.0,0.0,0.0,0.0,0.0,0.0
